Badan Usaha,Pekerjaan,Kategori,Lokasi,Tahun,Hasil FAT,Hasil SAT,Mempunyai TTP,Mutu barang sesuai,Mengacu standar,Ketepatan waktu barang,Jumlah barang tanpa defect,After sales service,Product support,Punya COO dan COM,Kelengkapan requirements,Memenuhi persyaratan administrasi pengiriman barang,"Kerapihan packing, mobilisasi, dan demobilisasi",Kemampuan keuangan dalam pembiayaan proyek,Banyaknya claim,POST AUDIT,Ketaatan peraturan,Kemampuan dan Keaktifan PM,Organisasi proyek,Kemampuan problem solving,Overall Schedule project dan S-Curve,Kemampuan berkoordinasi,Kemampuan kerja sama,Hubungan kerja internal KSO,Penyelesaian Approval Drawing,Kelengkapan metode kerja IK SOP,Tersedia peralatan kerja sesuai,Kemampuan SDM terhadap resiko,Mempunya regu pelaksana kompeten,Mempunyai regu testing dan komisioning kompeten,Ketaatan standar konstruksi,Hasil Site Test dan Komisioning,Pekerjaan sipil/elektromekanik/steel struktur,Keamanan dan Kebersihan,Kelengkapan peralatan dan regu K3,Kemampuan mobilisasi dan demobilisasi,Ketepatan waktu kerja,Ketepatan disburse,Administrasi,Polis asuransi,Kelengkapan dokumen environment,Penyelesaian As Built Drawing final,Penyampaian dokumen,Pelayanan penyelesaian Pending Matters,Product dan sparepart support berkelanjutan
PT Logam Jaya Sejahtera Tegal,Pengadaan Material Serandang Trafo / 0593.SPK,Supply Only,UP3 SEMARANG,2022,8,0,7,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Tritunggal Swarna,Pengadaan Material Box APP TM / 0606.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Material SWC / 0608.SPK,Supply Only,UP3 SEMARANG,2022,8,0,7,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Kurnia Abadi Padang,Pengadaan Material Box APP PJU / 0613.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Hana Dwi Karya,Pengelolaan Material MCB 3 Phasa / 0617.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pengadaan Material Cross Arm / 0104.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Askana Jaya Santoso,Pengadaan Chopi / 0083.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektro,Pengadaan Treeguard / 0040.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Hasa Mandiri,Pengadaan Modem 4G AMR / 0299.SPK,Supply Only,UP3 SEMARANG,2022,8,0,7,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Smart Meter Indonesia,Pengadaan Segel Plastik / 0308.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Otho Metronik Indonesia,Pengadaan kWh Meter 1 Phasa . 0246.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Kurnia Abadi Padang,Pengadaan Material Box Padang / 0084.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Logam Jaya Sejahtera Tegal,Pengadaan Serandang trafo 3 Phasa 1 Tiang / 0081.SPK,Supply Only,UP3 SEMARANG,2022,8,0,7,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Logam Jaya Sejahtera Tegal,Pengadaan Serandang trafo 3 Phasa 2 Tiang / 0085.SPK,Supply Only,UP3 SEMARANG,2022,8,0,7,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Gelegar Innova Usaha,Pengadaan MCCB / 0163.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Hana Dwi Karya,Pengadaan MCB 3 phasa / 0164.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Service Wedge Clamp / 0197.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang Djaja,Pengadaan Trafo Distribusi 3 Phasa 50 kVA / 0238.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang Djaja,Pengadaan Trafo Distribusi 3 Phasa 50 kVA/ 0259.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,7,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang Djaja,Pengadaan Trafo Distribusi 3 Phasa 100kVA / 0264.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Citra Interlindo,Pengadaan Material Air Break Switch / 0055.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Material Konektor TR / 0115.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Otho Metronik Indonesia,Pengadaan kWh Meter 1P / 0174.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sutrakabel Intimandiri,Pengadaan NYFGBY / 0186.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Kabelindo Murni Tbk,Pengadaan NYFGBY / 0190.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pengadaan Fusesaver & PC Communication / 0185.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Corss Arm / 0694.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Fajar Perkasa Mandiri,Pengadaan Modem 4G / 0644.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,4,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Otho Metronik Indonesia,Pengadaan kWh Meter 1P / 0618.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,0,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Segel Plastik tekan / 0659.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Cross Arm / 0234.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Current Limiting Device / 0005.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Fuse Cut Out 24 kV / 0010.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang Djaja,Pengadaan Trafo 3 Phasa 50kVA / 0008.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang Djaja,Pengadaan Trafo 3 Phasa 100kVA / 0009.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,8,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Edmi Indonesia,Pengadaan Modem 4G / 0002.SPK,Supply Only,UP3 SEMARANG,2022,10,0,10,10,10,7,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koperlis,Pengadaan MCB 1 Phasa dan 3 Phasa / 0033.SPK,Supply Only,UP3 SEMARANG,2022,10,0,10,10,10,10,10,10,0,7,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koperlis,Pengadaan Material Perakitan SPK APP2 / 0034.SPK,Supply Only,UP3 SEMARANG,2022,10,0,10,10,10,8,10,4,0,7,7,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Hasa Putra Mandiri,Pengadaan Modem 4G guna AMRisasi / 0032.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,6,10,4,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Material Current Limiting Device / 0001.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,10,10,7,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Kurnia Abadi Padang,Pengadaan Box Type III dan Box 1 Phase / 0004.SPK,Supply Only,UP3 SEMARANG,2022,8,0,10,10,10,6,10,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Alvaro Prima Sejahtera,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0037.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Kirana Elektrik Indonesia,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0038.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Movas Abadi Sentosa,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0036.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Serambi Gayo Sentosa,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0034.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrindo,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0033.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,8,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinergi Utama Persada,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0035.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,8,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Material Fuselink / 0002.SPK,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,8,10,8,0,8,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,KHS J-Proc Pengadaan Material Aksesoris Keandalan TM / 0032.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,7,6,10,8,0,7,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sicamindo,Pengadaan Material Konektor TR / 0005.RKS,Supply Only,UP3 TEGAL,2022,8,0,9,9,9,10,9,8,0,9,9,9,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Hana Dwi Karya,Pengadaan Material MCB dan MCCB / 0002.RKS,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,9,8,0,9,9,9,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Logam Jaya Sejahtera Tegal,Pengadaan Material Srainhook Clamp / 0003.RKS,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,9,10,9,0,8,9,9,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Logam Jaya Sejahtera Tegal,Pengadaan Material Service Wide Clamp / 0001.RKS,Supply Only,UP3 TEGAL,2022,8,0,10,9,9,10,9,8,0,9,9,9,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Material CLD / 0038.PJ,Supply Only,UP3 TEGAL,2022,8,0,7,10,10,10,10,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Bambang DjaDja,Pengadaan Material Transformator / 0036.PJ,Supply Only,UP3 TEGAL,2022,10,0,10,10,7,8,10,6,0,10,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Material Fuse Cut Out 24 kV / 0037.PJ,Supply Only,UP3 TEGAL,2022,10,0,10,10,7,8,10,6,0,10,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Material Segel Plastik Tekan / 0041.PJ,Supply Only,UP3 TEGAL,2022,8,0,9,9,9,10,9,8,0,9,9,9,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Lentera Bahana Sejahtera,Pengadaan Material MCB dan MCCB / 0005.SPK,Supply Only,UP3 TEGAL,2022,8,0,10,9,9,10,9,8,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Material CLD / 0059.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pengadaan Material DS 24 kV 630 A / 0061.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Material Counter CLD / 0062.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinar Jaya Elektrindo,Pengadaan Guy Wire 70 MM2 / 0067.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pengadaan Peralatan Fusesaver / 0068.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Sinarindo Wiranusa Elektrik,Pengadaan Material Fuselink / 0070.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,4,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Powerindo Prima Perkasa,Pengadaan UKB / 0071.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,4,10,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Arhadi fajar Perkasa,Pengadaan Material Modem / 0073.PJ,Supply Only,UP3 TEGAL,2022,8,0,10,10,10,8,10,0,0,10,10,10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Dinamika Elektra Mandiri,Pengadaan Relay Proteksi Kubikel Pelanggan TM / 0063.PJ,Supply Only,UP3 TEGAL,2022,8,0,7,10,7,10,10,10,0,7,7,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopkar Catur Manunggal Bersama,Pengadaan Material Pemasangan Posko Siaga Nataru 2022-2023 / 0001.SPK,Supply Only,UP2D JATENG / DIY,2022,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopkar Catur Manunggal Bersama,Pengadaan Material Kabel Kontrol dan Power Suply SCADA / 0002.SPK,Supply Only,UP2D JATENG / DIY,2022,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopkar Catur Manunggal Bersama,Pengadaan Spout Bushing 20Kv / 0003.SPK,Supply Only,UP2D JATENG / DIY,2022,8,0,7,8,8,9,9,7,7,8,7,7,9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Prima Data Semesta,Pengadaan Material Pengganti UPS Ruang Dispatcher / 0005.PJ,Supply Only,UP2D JATENG / DIY,2022,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Integra Teknik Asia,Pengadaan Material Korektif Data Concentrator / 0008.SPK,Supply Only,UP2D JATENG / DIY,2022,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Gelegar Innova Usaha,Pengadaan Sparepart Recloser Schneider Th 2023 / 0001.PJ,Supply Only,UP2D JATENG / DIY,2022,8,0,8,8,8,9,9,9,9,9,9,9,9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT CITO DIAGNOSTIKA UTAMA,Analisa Lab Aspek Air Limbah Domestik dan Air Bersih / 0482.SPK,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,6,0,7,7,7,10,8,3,10,8,10,10,0,10,10,10,10,10,10,0,0,0,0,0,0
PT CITO DIAGNOSTIKA UTAMA,"Analisa Lab Aspek Udara, Ambien dan Pencahayaan Sem.2 / 0483.SPK",Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,6,0,7,7,7,10,8,3,10,8,10,10,0,10,10,10,10,10,10,0,0,0,0,0,0
PT CITO DIAGNOSTIKA UTAMA,"Analisa Lab Aspek Udara, Ambien dan Pencahayaan Sem.1 / 141.SPK",Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,6,0,7,7,7,10,8,3,10,8,10,10,0,10,10,10,10,10,10,0,0,0,0,0,0
PT CITO DIAGNOSTIKA UTAMA,Analisa Lab Aspek Air Limbah Domestik dan Air Permukaan / 0147.SPK,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,6,0,7,7,7,10,8,3,10,8,10,10,0,10,10,10,10,10,10,0,0,0,0,0,0
DAFFA JAYA UTAMA PT,SR dan APP FSO / 0058.PJ,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,8,8,8,10,7,8,8,8,8,8,8,8,0,8,8,6,6,8,8,0,0,0,0,0,0
PT PANA KEMBAR SANTOSA,SR dan APP FSO / 0059.PJ,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,8,8,7,10,10,8,8,8,8,8,0,10,8,8,6,8,8,0,0,0,0,0,0
DAFFA JAYA UTAMA PT,SR dan APP FSO / 080.PJ,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,10,8,8,8,10,7,8,8,8,8,8,8,8,0,8,8,6,6,8,8,0,0,0,0,0,0
DAFFA JAYA UTAMA PT,SR dan APP FSO / 024.PJ,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,10,8,8,8,10,7,10,8,8,8,8,8,8,0,8,8,6,6,8,8,0,0,0,0,0,0
PT PANA KEMBAR SANTOSA,SR dan APP FSO / 011.PJ,Erect Only,UID BIRO K3L,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,8,0,8,8,7,10,10,10,8,8,8,8,0,10,8,8,6,8,8,0,0,0,0,0,0
PT MAHARDIKA INDORAYA TAMA,Pemetaan dan Pengelolaan Data Asset Jaringan Dis. / 0187.PJ,Erect Only,UP3 CILACAP,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,8,0,8,8,10,8,9,9,8,8,8,8,9,8,8,9,9,10,10,0,0,0,0,0,0
PT FARIZ CAHAYA GEMILANG,Penyempurnaan Database Aset JTM / 0012.SPK,Erect Only,UP3 CILACAP,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,8,0,8,8,8,8,8,10,8,8,8,8,10,8,8,9,10,10,10,0,0,0,0,0,0
PT PANA KEMBAR SANTOSA,Penggantian APP 1 Phasa & KRN 1 / 0156.PJ,Erect Only,UP3 CILACAP,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,9,0,9,0,9,10,9,9,9,9,9,9,0,9,9,9,9,10,10,0,0,0,0,0,0
PT BUMI PERSADA ANGRAH PERKASA,Penggantian APP 1 Phasa & KRN 1 / 0155.PJ,Erect Only,UP3 CILACAP,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,9,0,9,0,9,10,9,9,9,9,9,9,0,9,9,9,9,10,9,0,0,0,0,0,0
